iter	Passed	Remaining
1672	10265	2006
1673	10271	2000
1674	10276	1993
1675	10281	1987
1676	10286	1981
1677	10291	1974
1678	10296	1968
1679	10303	1962
1680	10308	1956
1681	10312	1949
1682	10319	1943
1683	10323	1937
1684	10328	1930
1685	10333	1924
1686	10338	1918
1687	10342	1911
1688	10348	1905
1689	10353	1899
1690	10358	1892
1691	10366	1887
1692	10371	1880
1693	10376	1874
1694	10381	1868
1695	10386	1861
1696	10391	1855
1697	10397	1849
1698	10402	1842
1699	10407	1836
1700	10414	1830
1701	10420	1824
1702	10425	1818
1703	10432	1812
1704	10437	1805
1705	10442	1799
1706	10448	1793
1707	10453	1787
1708	10458	1780
1709	10464	1774
1710	10468	1768
1711	10473	1761
1712	10481	1756
1713	10486	1749
1714	10491	1743
1715	10496	1737
1716	10500	1730
1717	10505	1724
1718	10510	1718
1719	10515	1711
1720	10520	1705
1721	10528	1699
1722	10533	1693
1723	10538	1687
1724	10544	1681
1725	10550	1674
1726	10555	1668
1727	10561	1662
1728	10566	1656
1729	10571	1649
1730	10577	1643
1731	10582	1637
1732	10589	1631
1733	10595	1625
1734	10600	1619
1735	10606	1612
1736	10611	1606
1737	10615	1600
1738	10621	1594
1739	10626	1587
1740	10631	1581
1741	10639	1575
1742	10645	1569
1743	10650	1563
1744	10657	1557
1745	10662	1551
1746	10667	1544
1747	10674	1538
1748	10678	1532
1749	10683	1526
1750	10694	1520
1751	10699	1514
1752	10706	1508
1753	10710	1502
1754	10715	1495
1755	10720	1489
1756	10725	1483
1757	10730	1477
1758	10737	1471
1759	10742	1464
1760	10747	1458
1761	10753	1452
1762	10758	1446
1763	10763	1439
1764	10768	1433
1765	10773	1427
1766	10778	1421
1767	10786	1415
1768	10791	1409
1769	10797	1403
1770	10804	1397
1771	10809	1390
1772	10815	1384
1773	10821	1378
1774	10826	1372
1775	10830	1366
1776	10836	1359
1777	10841	1353
1778	10845	1347
1779	10851	1341
1780	10855	1334
1781	10860	1328
1782	10868	1322
1783	10873	1316
1784	10878	1310
1785	10884	1304
1786	10889	1297
1787	10893	1291
1788	10899	1285
1789	10903	1279
1790	10908	1272
1791	10915	1266
1792	10920	1260
1793	10924	1254
1794	10933	1248
1795	10937	1242
1796	10942	1236
1797	10948	1229
1798	10954	1223
1799	10959	1217
1800	10964	1211
1801	10969	1205
1802	10974	1199
1803	10983	1193
1804	10990	1187
1805	10997	1181
1806	11002	1175
1807	11007	1168
1808	11012	1162
1809	11017	1156
1810	11025	1150
1811	11032	1144
1812	11038	1138
1813	11045	1132
1814	11051	1126
1815	11057	1120
1816	11062	1114
1817	11069	1108
1818	11075	1102
1819	11091	1096
1820	11096	1090
1821	11100	1084
1822	11106	1078
1823	11112	1072
1824	11116	1065
1825	11122	1059
1826	11127	1053
1827	11131	1047
1828	11137	1041
1829	11143	1035
1830	11149	1029
1831	11157	1023
1832	11163	1017
1833	11182	1012
1834	11191	1006
1835	11201	1000
1836	11223	995
1837	11229	989
1838	11238	983
1839	11244	977
1840	11250	971
1841	11255	965
1842	11261	959
1843	11266	953
1844	11271	946
1845	11277	940
1846	11282	934
1847	11288	928
1848	11293	922
1849	11299	916
1850	11305	910
1851	11311	903
1852	11317	897
1853	11323	891
1854	11329	885
1855	11335	879
1856	11340	873
1857	11346	867
1858	11351	861
1859	11357	854
1860	11362	848
1861	11367	842
1862	11372	836
1863	11378	830
1864	11383	824
1865	11388	817
1866	11394	811
1867	11400	805
1868	11406	799
1869	11412	793
1870	11417	787
1871	11422	781
1872	11426	774
1873	11432	768
1874	11437	762
1875	11441	756
1876	11446	750
1877	11451	743
1878	11456	737
1879	11464	731
1880	11477	726
1881	11482	719
1882	11488	713
1883	11493	707
1884	11499	701
1885	11504	695
1886	11508	689
1887	11514	683
1888	11519	676
1889	11524	670
1890	11530	664
1891	11535	658
1892	11540	652
1893	11546	646
1894	11551	640
1895	11555	633
1896	11562	627
1897	11567	621
1898	11572	615
1899	11579	609
1900	11583	603
1901	11588	597
1902	11594	590
1903	11599	584
1904	11603	578
1905	11609	572
1906	11614	566
1907	11618	560
1908	11623	554
1909	11629	547
1910	11633	541
1911	11638	535
1912	11644	529
1913	11649	523
1914	11654	517
1915	11659	511
1916	11664	505
1917	11669	498
1918	11675	492
1919	11680	486
1920	11685	480
1921	11691	474
1922	11696	468
1923	11701	462
1924	11713	456
1925	11721	450
1926	11726	444
1927	11730	438
1928	11735	431
1929	11740	425
1930	11745	419
1931	11750	413
1932	11755	407
1933	11760	401
1934	11765	395
1935	11771	389
1936	11777	383
1937	11783	376
1938	11789	370
1939	11794	364
1940	11799	358
1941	11804	352
1942	11809	346
1943	11813	340
1944	11818	334
1945	11823	328
1946	11828	321
1947	11833	315
1948	11838	309
1949	11843	303
1950	11848	297
1951	11853	291
1952	11857	285
1953	11862	279
1954	11868	273
1955	11873	267
1956	11877	260
1957	11883	254
1958	11888	248
1959	11893	242
1960	11898	236
1961	11903	230
1962	11908	224
1963	11914	218
1964	11919	212
1965	11924	206
1966	11929	200
1967	11934	194
1968	11939	187
1969	11944	181
1970	11952	175
1971	11968	169
1972	11973	163
1973	11978	157
1974	11983	151
1975	11988	145
1976	11992	139
1977	11998	133
1978	12002	127
1979	12007	121
1980	12012	115
1981	12017	109
1982	12022	103
1983	12028	97
1984	12033	90
1985	12038	84
1986	12044	78
1987	12049	72
1988	12055	66
1989	12060	60
1990	12065	54
1991	12070	48
1992	12076	42
1993	12081	36
1994	12085	30
1995	12090	24
1996	12095	18
1997	12100	12
1998	12104	6
1999	12110	0
