fecha,estacion,nombre,provincia,tmax,tmin,tmed,hrMin,hrMax,hrMedia,prec_efectiva,dir,velmedia,racha,sol,incendio,inicio_incendio,mes,dia_del_ano,sin_doy,cos_doy,anio,lluvia_3d,lluvia_7d,lluvia_14d,lluvia_30d,dias_sin_lluvia_7d,dias_sin_lluvia_14d,dias_sin_lluvia_30d,tmax_media_3d,tmax_media_5d,tmax_media_7d,noches_tropicales_5d,incendios_7d_estacion,incendios_30d_estacion,indice_sequedad,anomalia_tmax_mes,indice_combustibilidad,evaporacion_estimada,racha_p90_estacion,racha_relativa_p90,viento_fuerte,x_utm,y_utm,incendios_7d_radio
2021-11-16,3013,MOLINA DE ARAGÓN,GUADALAJARA,7.5,-4.9,1.3,63.0,95.0,77.0,0.1340640092,8.0,1.1,5.0,0.1,0,0,11,320,-0.6994583270516471,0.7146733860429608,2021,0.1999999999999858,1.138338711799986,67.93358724779999,123.837615184,3.0,3.0,8.0,11.966666666666685,13.439999999999998,13.44285714285714,0.0,0.0,0.0,277.5,-5.297916666666668,0.1326784579538233,2.852,12.5,0.4,0,594513.317,4521785.554,0.0
2021-11-16,3021Y,ZAOREJAS,GUADALAJARA,5.8,-1.0,2.4,75.0,97.0,83.0,0.0,6.0,1.9,6.9,6.8,0,0,11,320,-0.6994583270516471,0.7146733860429608,2021,0.0,1.6322706886000142,136.41482597219996,275.1934015383,3.0,3.0,9.0,10.6,12.26,12.4,0.0,0.0,0.0,145.0,-4.628750000000001,0.0627037333169321,1.156,14.05,0.491103202846975,0,567550.145,4512238.337,0.0
